36,RubyLearning,"Speed up your Ruby programming learning process by joining 1000s of other would-be Ruby developers around the globe at the Online RubyLearning Class. Step through the convenient lessons related to 'Ruby' and post your Ruby-related queries, questions and the RubyLearning team shall explain and solve them for you.",2011-06-29 03:18:00.792848,2011-09-22 02:09:50.312956,http://rubylearning.com/,rubylearning,RubyLearning,,1,1
39,RVM,"RVM is a command line tool which allows us to easily install, manage and work with multiple ruby environments from interpreters to sets of gems. ",2011-06-30 19:54:11.293072,2011-09-22 02:09:50.330835,http://beginrescueend.com/,rvm,RVM,,1,1
14,simple_form,"SimpleForm aims to be as flexible as possible while helping you with powerful components to create your forms. The basic goal of simple form is to not touch your way of defining the layout, letting you find the better design for your eyes. Good part of the DSL was inherited from Formtastic, which we are thankful for and should make you feel right at home.",2011-06-18 04:51:30.051232,2011-09-22 02:09:50.352373,"",simple_form,"","",1,1
33,solarize,"solarize, color scheme for vim",2011-06-18 19:17:35.573563,2011-09-22 02:09:50.363207,,solarize,solarize,,1,1
20,Stack Overflow,Stack Overflow,2011-06-18 04:52:55.80083,2011-09-22 02:09:50.381879,http://stackoverflow.com/,stack-overflow,Stack Overflow,"",1,1
18,Test Driven Development,Test Driven Development,2011-06-18 04:52:05.474606,2011-09-22 02:09:50.391546,http://www.google.com,test-driven-development,Test Driven Development,,1,1
45,Textile,Text to HTML language,2011-07-20 04:28:32.935936,2011-09-22 02:09:50.405164,"",textile,"",,1,1
35,Twitter,twitter gem,2011-06-29 03:15:23.226048,2011-09-22 02:09:50.414425,http://www.twitter.com,twitter,"",,1,1
57,Rake,A tool by which to run different tasks within rails,2011-10-05 17:07:16.772738,2011-10-05 17:07:16.810563,"",rake,"","",1,1
30,Apache,"The Apache HTTP Server Project is an effort to develop and maintain an open-source HTTP server for modern operating systems including UNIX and Windows NT. The goal of this project is to provide a secure, efficient and extensible server that provides HTTP services in sync with the current HTTP standards.",2011-06-18 04:56:03.518109,2011-09-22 02:09:49.951516,http://www.apache.org/,apache,Apache,,1,1
43,Devise,Devise is a flexible authentication solution for Rails based on Warden,2011-07-15 13:33:33.44014,2011-09-22 02:09:50.011461,https://github.com/plataformatec/devise,devise,devise,"",1,1
38,OmniAuth,"OmniAuth is a new Rack-based authentication system for multi-provider external authentcation. OmniAuth is built from the ground up on the philosophy that authentication is not the same as identity, and is based on two observations: The traditional 'sign up using a login and password' model is becoming the exception, not the rule. Modern web applications offer external authentication via OpenID, Facebook, and/or OAuth. The interconnectable web is no longer a dream, it is a necessity. It is not unreasonable to expect that one application may need to be able to connect to one, three, or twelve other services. Modern authentication systems should allow a user's identity to be associated with many authentications.",2011-06-30 03:29:59.77258,2011-09-22 02:09:50.2139,"",omniauth,OmniAuth,"",1,1
26,postgresql,"PostgreSQL is a powerful, open source object-relational database system. It has more than 15 years of active development and a proven architecture that has earned it a strong reputation for reliability, data integrity, and correctness. It runs on all major operating systems, including Linux, UNIX (AIX, BSD, HP-UX, SGI IRIX, Mac OS X, Solaris, Tru64), and Windows. It is fully ACID compliant, has full support for foreign keys, joins, views, triggers, and stored procedures (in multiple languages). It includes most SQL:2008 data types, including INTEGER, NUMERIC, BOOLEAN, CHAR, VARCHAR, DATE, INTERVAL, and TIMESTAMP. It also supports storage of binary large objects, including pictures, sounds, or video. It has native programming interfaces for C/C++, Java, .Net, Perl, Python, Ruby, Tcl, ODBC, among others, and exceptional documentation. ",2011-06-18 04:54:26.586143,2011-09-22 02:09:50.239132,http://www.postgresql.org/,postgresql,postgresql,,1,1
44,Markdown,Text to HTML language,2011-07-20 04:28:15.018924,2011-09-23 05:41:42.531294,"",markdown,markdown,markdown,1,1
1,Arrays,"Arrays are datatypes within ruby that store data in sequential, indexed order.  They start at index of 0.","2011-10-08 23:43:00.518115","2011-10-08 23:43:00.542996","",arrays,1,1
2,Hashes,"Hashes are data-types in Ruby that store key-value pairs.","2011-10-08 23:43:30.986277","2011-10-08 23:43:31.005372","",hashes,1,1
3,Classes,"Classes are programmatic representations of real life objects.  They can have attributes, methods, and much more.","2011-10-09 02:44:23.300862","2011-10-09 02:44:23.321063","",classes,1,1
4,Methods,"Methods are used to define actions that are performed on a set of input and yield a defined output.","2011-10-09 02:46:26.900719","2011-10-09 02:46:26.916581","",methods,1,1
5,Parameters,"Needs a description","2011-10-09 02:46:52.374634","2011-10-09 02:46:52.394485","",parameters,1,1
7,"HTTP Requests","Needs a description","2011-10-09 02:47:08.885739","2011-10-09 02:47:08.903779","",http-requests,1,1
8,HTML,"Needs a description","2011-10-09 02:47:17.401492","2011-10-09 02:47:17.420079","",html,1,1
9,REST,"Needs a description","2011-10-09 02:47:23.898659","2011-10-09 02:47:23.918110","",rest,1,1
10,MVC,"This describes the framework that Rails uses....model, viewer, controller","2011-10-09 02:47:29.760360","2011-10-11 22:01:53.609571","",mvc,1,9
11,CSS,"Needs a description","2011-10-09 02:47:36.103719","2011-10-09 02:47:36.768274","",css,1,1
12,Loops,"Needs a description","2011-10-09 02:47:41.916219","2011-10-09 02:47:42.367515","",loops,1,1
13,Blocks,"Ruby blocks are ... actually not sure how to define this one.  Anybody else?","2011-10-09 02:47:50.025850","2011-10-11 23:08:13.099932","",blocks,1,1
14,Strings,"Needs a description","2011-10-09 02:48:04.549653","2011-10-09 02:48:20.754553","",strings,1,1
15,Symbols,"Needs a description","2011-10-09 02:48:26.826776","2011-10-09 02:48:26.842442","",symbols,1,1
16,"Rails Generators","Needs a description","2011-10-09 02:48:44.540445","2011-10-09 02:48:44.560307","",rails-generators,1,1
18,Models,"Needs a description","2011-10-09 02:48:57.900780","2011-10-09 02:48:57.918201","",models,1,1
19,Views,"Needs a description","2011-10-09 02:49:03.721076","2011-10-09 02:49:03.740560","",views,1,1
20,Controllers,"Needs a description","2011-10-09 02:49:09.334766","2011-10-09 02:49:09.354276","",controllers,1,1
21,SQL,"Needs a description","2011-10-09 02:49:15.935836","2011-10-09 02:49:15.954239","",sql,1,1
22,Routes,"Needs a description","2011-10-09 02:49:24.670624","2011-10-09 02:49:24.686111","",routes,1,1
23,Gems,"Needs a description","2011-10-09 02:49:31.452650","2011-10-09 02:49:31.470920","",gems,1,1
24,Servers,"Need definition","2011-10-10 15:16:40.976024","2011-10-10 15:16:41.001212","",servers,1,1
25,AJAX,"Stands for Asynchronous JavaScript and XML.  You can use AJAX to make server side calls, client side such that the user experience is uninterrupted.","2011-10-10 19:23:46.100779","2011-10-10 19:23:46.122196","",ajax,1,1
26,Javascript,JS,"2011-10-10 20:04:15.180045","2011-10-10 20:04:15.197959","",javascript,1,1
27,jQuery,"Javascript library","2011-10-10 20:04:36.903111","2011-10-10 20:04:55.405543","",jquery,1,1
28,Textmate,"Mac text editor preferred by many developers (even though VIM is better)","2011-10-10 20:05:43.713353","2011-10-10 20:05:51.866881",http://macromates.com/,textmate,1,1
29,CRUD,"Create, read, update, delete - the basic operations that can be performed on a database.","2011-10-12 22:57:35.702420","2011-10-12 22:57:35.716234","",crud,1,1
